matternumber,mattername,invoiceid,firmname,fees,invstatus,datepaid,receivedate,begperiod,endgperiod,invdate,itemnumber,itemdate,fullname,taskcode,task,rate,hours,netamount,description,state,itemtype,disbcode,tklevel,mattertype,mattersubtype,attorney,status,opendate,closedate,trialdate,team_lead,judge,courttype,trial,plaintiff,county,disposition,dispdate,case_length,length_bucket,rate_bucket,phase,assigned_council,opposing_council
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,14,1/23/2016,Timekeeper-5,CodeB,TaskB,195,0.1,19.5,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 58,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L430,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,15,1/23/2016,Timekeeper-5,CodeB,TaskB,195,0.4,78,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 59,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L430,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,16,1/30/2016,Timekeeper-5,CodeB,TaskB,195,0.4,78,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 60,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L120,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,17,1/31/2016,Timekeeper-5,CodeB,TaskB,195,0.4,78,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 61,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L310,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,18,2/2/2016,Timekeeper-5,CodeB,TaskB,195,1.9,370.5,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 62,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L120,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,19,2/2/2016,Timekeeper-5,CodeB,TaskB,195,1.7,331.5,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 63,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L120,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,20,2/3/2016,Timekeeper-5,CodeB,TaskB,195,2.7,526.5,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 64,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L120,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,21,2/3/2016,Timekeeper-5,CodeB,TaskB,195,1.4,273,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 65,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L120,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,22,2/5/2016,Timekeeper-5,CodeB,TaskB,195,0.3,58.5,I had to visit the office on the weekend.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 66,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L430,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,24,2/6/2016,"Garcia, Ruby A.",CodeC,TaskC,70,0.3,21,Luch at Ibby's.,IN,hours,NA,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 67,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,0-100,L160,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,25,2/6/2016,"Garcia, Ruby A.",CodeC,TaskC,70,0.5,35,Luch at Ibby's.,IN,hours,NA,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 68,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,0-100,L310,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,23,2/6/2016,Timekeeper-4,CodeC,TaskC,195,0.2,39,Luch at Ibby's.,IN,hours,NA,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 69,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L160,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,26,2/11/2016,Timekeeper-5,CodeC,TaskC,195,1.3,253.5,Luch at Ibby's.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 70,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L160,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,27,2/11/2016,Timekeeper-5,CodeC,TaskC,195,0.5,97.5,Luch at Ibby's.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 71,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L160,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,28,1/9/2016,,CodeC,TaskC,,,2.06,Luch at Ibby's.,IN,expense,E112,,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 72,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,,,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,30,2/5/2016,,CodeC,TaskC,,,2.06,Luch at Ibby's.,IN,expense,E112,,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 73,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,,,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,4,Firm-3,2883.5,Paid,4/7/2015,3/31/2015,1/1/2015,2/28/2015,3/26/2015,29,1/14/2016,,CodeC,TaskC,,,94.29,Luch at Ibby's.,IN,expense,E102,,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 74,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,,,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,5,Firm-2,683.1,Paid,4/27/2015,4/18/2015,2/3/2015,3/31/2015,4/17/2015,1,2/3/2016,Timekeeper-2,CodeC,TaskC,63,4.1,258.3,Luch at Ibby's.,IN,hours,NA,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 75,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,0-100,L653,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,5,Firm-2,683.1,Paid,4/27/2015,4/18/2015,2/3/2015,3/31/2015,4/17/2015,2,2/4/2016,Timekeeper-2,CodeC,TaskC,63,3.6,226.8,Luch at Ibby's.,IN,hours,NA,Legal Assistant,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 76,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,0-100,L653,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,5,Firm-2,683.1,Paid,4/27/2015,4/18/2015,2/3/2015,3/31/2015,4/17/2015,3,2/5/2016,Timekeeper-6,CodeC,TaskC,165,1.2,198,Luch at Ibby's.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 77,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L654,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,6,Firm-3,78,Paid,6/4/2015,5/29/2015,3/1/2015,4/30/2015,5/20/2015,3,3/17/2016,Timekeeper-5,CodeC,TaskC,195,0.2,39,Luch at Ibby's.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 78,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L160,Timekeeper-4,Tim Harden
Matter-2,John v. Smith,6,Firm-3,78,Paid,6/4/2015,5/29/2015,3/1/2015,4/30/2015,5/20/2015,4,3/18/2016,Timekeeper-5,CodeC,TaskC,195,0.2,39,Luch at Ibby's.,IN,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,10/16/2015,,teamlead,Judge 79,State,Jury,0,Hidalgo,Settled w/o EC payment,2/6/2016,287,181-365,151-200,L160,Timekeeper-4,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,1,1/5/2016,Timekeeper-7,CodeC,TaskC,210,0.5,105,Luch at Ibby's.,TX,hours,NA,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 80,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,1,1/5/2016,Timekeeper-7,CodeC,TaskC,210,0.5,105,Luch at Ibby's.,TX,hours,NA,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 81,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,2,1/6/2016,Timekeeper-8,CodeC,TaskC,175,0.2,35,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 82,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,2,1/6/2016,Timekeeper-8,CodeC,TaskC,175,0.2,35,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 83,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,3,1/6/2016,Timekeeper-8,CodeC,TaskC,175,0.3,52.5,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 84,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,3,1/6/2016,Timekeeper-8,CodeC,TaskC,175,0.3,52.5,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 85,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,4,1/14/2016,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 86,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,4,1/14/2016,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 87,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,5,1/14/2016,Timekeeper-8,CodeD,TaskD,175,0.4,70,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 88,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,5,1/14/2016,Timekeeper-8,CodeD,TaskD,175,0.4,70,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 89,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,6,1/15/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 90,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,6,1/15/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Luch at Ibby's.,TX,hours,NA,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 91,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,8,1/16/2016,Timekeeper-7,CodeD,TaskD,210,0.2,42,Luch at Ibby's.,TX,hours,NA,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 92,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,8,1/16/2016,Timekeeper-7,CodeD,TaskD,210,0.2,42,Luch at Ibby's.,TX,hours,NA,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 93,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,7,1/16/2016,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Luch at Ibby's.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 94,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,7,1/16/2016,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Luch at Ibby's.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 95,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,11,1/19/2016,Timekeeper-7,CodeD,TaskD,210,2.6,546,Luch at Ibby's.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 96,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,11,1/19/2016,Timekeeper-7,CodeD,TaskD,210,2.6,546,Luch at Ibby's.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 97,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,10,1/19/2016,Timekeeper-7,CodeD,TaskD,210,0.2,42,Luch at Ibby's.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 98,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,10,1/19/2016,Timekeeper-7,CodeD,TaskD,210,0.2,42,Luch at Ibby's.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 99,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,9,1/19/2016,Timekeeper-8,CodeD,TaskD,175,0.4,70,Luch at Ibby's.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 100,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,9,1/19/2016,Timekeeper-8,CodeD,TaskD,175,0.4,70,Luch at Ibby's.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 101,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,12,1/23/2016,Timekeeper-7,CodeD,TaskD,210,1.5,315,Luch at Ibby's.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 102,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,12,1/23/2016,Timekeeper-7,CodeD,TaskD,210,1.5,315,Luch at Ibby's.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 103,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,14,1/27/2016,Timekeeper-8,CodeD,TaskD,175,1.4,245,Luch at Ibby's.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 104,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,14,1/27/2016,Timekeeper-8,CodeD,TaskD,175,1.4,245,Luch at Ibby's.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 105,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,13,1/27/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 106,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,13,1/27/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 107,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,16,1/28/2016,Timekeeper-7,CodeD,TaskD,0,0.3,0,Analysis on google earth,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 108,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,0-100,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,16,1/28/2016,Timekeeper-7,CodeD,TaskD,0,0.3,0,Analysis on google earth,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 109,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,0-100,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,15,1/28/2016,Timekeeper-8,CodeD,TaskD,175,2.1,367.5,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 110,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,15,1/28/2016,Timekeeper-8,CodeD,TaskD,175,2.1,367.5,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 111,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,17,1/30/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 112,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,17,1/30/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 113,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,19,1/30/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 114,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
